"date_of_entrance","time_of_entrance","date_of_exit","time_of_exit","nfc_id","place_id"
"2020-07-10","13:08:34","2020-07-10","15:08:34","1569","408"
"2020-07-11","17:24:24","2020-07-11","19:24:24","1569","409"
"2020-07-08","10:55:46","2020-07-08","12:55:46","1569","410"
"2021-06-20","15:58:51","2021-06-20","17:58:51","1575","416"
"2021-06-20","21:49:50","2021-06-20","23:49:50","1575","417"
"2021-06-20","15:41:39","2021-06-20","17:41:39","1575","418"
"2021-06-23","18:19:35","2021-06-23","20:19:35","1575","419"
"2021-06-21","14:58:06","2021-06-21","16:58:06","1575","420"
"2021-06-20","16:36:39","2021-06-20","18:36:39","1575","421"
"2021-06-23","14:58:46","2021-06-23","16:58:46","1575","422"
"2021-06-22","17:06:51","2021-06-22","19:06:51","1575","423"
"2021-06-20","14:10:15","2021-06-20","16:10:15","1575","424"
"2021-06-20","15:01:43","2021-06-20","17:01:43","1575","425"
"2021-05-27","13:26:39","2021-05-27","15:26:39","1577","426"
"2021-05-28","13:55:55","2021-05-28","15:55:55","1577","427"
"2021-05-28","18:20:47","2021-05-28","20:20:47","1577","428"
"2021-05-25","13:34:46","2021-05-25","15:34:46","1577","429"
"2020-06-05","13:05:23","2020-06-05","15:05:23","1579","401"
"2020-06-04","19:56:33","2020-06-04","21:56:33","1579","402"
"2020-06-04","13:56:01","2020-06-04","15:56:01","1579","403"
"2020-06-02","15:21:14","2020-06-02","17:21:14","1579","404"
"2020-06-06","17:13:25","2020-06-06","19:13:25","1579","405"
"2020-06-02","17:14:18","2020-06-02","19:14:18","1579","406"
"2020-06-02","21:12:02","2020-06-02","23:12:02","1579","407"
"2020-06-06","16:01:27","2020-06-06","18:01:27","1579","408"
"2020-06-06","15:35:39","2020-06-06","17:35:39","1579","409"
"2020-06-06","11:08:45","2020-06-06","13:08:45","1579","410"
"2020-10-03","08:23:15","2020-10-03","10:23:15","1580","430"
"2020-09-27","09:48:45","2020-09-27","11:48:45","1580","431"
"2020-10-02","08:21:13","2020-10-02","10:21:13","1580","432"
"2020-10-03","19:28:52","2020-10-03","21:28:52","1580","433"
"2020-10-03","09:35:07","2020-10-03","11:35:07","1580","434"
"2020-10-02","14:49:53","2020-10-02","16:49:53","1580","435"
"2020-10-01","18:03:28","2020-10-01","20:03:28","1580","436"
"2020-09-27","19:50:40","2020-09-27","21:50:40","1580","437"
"2020-10-02","21:29:01","2020-10-02","23:29:01","1580","438"
"2020-10-02","15:47:02","2020-10-02","17:47:02","1580","439"
"2021-02-25","21:27:19","2021-02-25","23:27:19","1582","401"
"2021-02-27","10:29:58","2021-02-27","12:29:58","1582","402"
"2021-02-24","20:20:16","2021-02-24","22:20:16","1582","403"
"2021-02-24","08:41:44","2021-02-24","10:41:44","1582","404"
"2021-02-25","13:23:25","2021-02-25","15:23:25","1582","405"
"2021-02-27","21:09:06","2021-02-27","23:09:06","1582","406"
"2021-02-27","21:45:32","2021-02-27","23:45:32","1582","407"
"2021-02-24","10:54:12","2021-02-24","12:54:12","1582","408"
"2021-02-27","16:54:09","2021-02-27","18:54:09","1582","409"
"2021-02-24","09:00:12","2021-02-24","11:00:12","1582","410"
"2021-05-19","14:26:57","2021-05-19","16:26:57","1582","430"
"2021-05-19","10:58:27","2021-05-19","12:58:27","1582","431"
"2021-05-18","17:43:09","2021-05-18","19:43:09","1582","432"
"2021-05-20","17:45:18","2021-05-20","19:45:18","1582","433"
"2021-05-19","14:14:20","2021-05-19","16:14:20","1582","434"
"2021-05-19","15:52:22","2021-05-19","17:52:22","1582","435"
"2021-05-16","19:08:16","2021-05-16","21:08:16","1582","436"
"2021-05-17","18:29:25","2021-05-17","20:29:25","1582","437"
"2021-05-18","10:54:02","2021-05-18","12:54:02","1582","438"
"2021-05-18","08:07:49","2021-05-18","10:07:49","1582","439"
"2020-04-11","10:06:13","2020-04-11","12:06:13","1584","401"
"2020-04-09","14:57:43","2020-04-09","16:57:43","1584","402"
"2020-04-11","20:58:12","2020-04-11","22:58:12","1584","403"
"2020-04-08","20:25:10","2020-04-08","22:25:10","1584","404"
"2020-04-11","11:22:02","2020-04-11","13:22:02","1584","405"
"2020-04-12","21:27:10","2020-04-12","23:27:10","1584","406"
"2020-04-10","21:38:29","2020-04-10","23:38:29","1584","407"
"2020-04-11","11:01:46","2020-04-11","13:01:46","1584","408"
"2020-04-12","18:12:24","2020-04-12","20:12:24","1584","409"
"2020-04-08","21:58:03","2020-04-08","23:58:03","1584","410"
"2021-05-10","11:29:22","2021-05-10","13:29:22","1585","401"
"2021-05-13","21:42:07","2021-05-13","23:42:07","1585","402"
"2021-05-14","17:11:22","2021-05-14","19:11:22","1585","403"
"2021-05-12","21:56:14","2021-05-12","23:56:14","1585","404"
"2021-05-10","15:02:12","2021-05-10","17:02:12","1585","405"
"2021-05-11","12:44:19","2021-05-11","14:44:19","1585","406"
"2021-05-13","13:57:57","2021-05-13","15:57:57","1585","407"
"2021-05-12","16:26:26","2021-05-12","18:26:26","1585","408"
"2021-05-14","12:22:55","2021-05-14","14:22:55","1585","409"
"2021-05-11","21:41:00","2021-05-11","23:41:00","1585","410"
"2021-02-17","15:21:54","2021-02-17","17:21:54","1585","426"
"2021-02-16","18:54:35","2021-02-16","20:54:35","1585","427"
"2021-02-18","16:46:10","2021-02-18","18:46:10","1585","428"
"2021-02-15","10:32:27","2021-02-15","12:32:27","1585","429"
"2020-01-19","10:43:28","2020-01-19","12:43:28","1585","430"
"2020-01-18","14:38:43","2020-01-18","16:38:43","1585","431"
"2020-01-21","08:12:13","2020-01-21","10:12:13","1585","432"
"2020-01-19","10:42:16","2020-01-19","12:42:16","1585","433"
"2020-01-19","17:52:55","2020-01-19","19:52:55","1585","434"
"2020-01-20","15:36:04","2020-01-20","17:36:04","1585","435"
"2020-01-22","09:32:08","2020-01-22","11:32:08","1585","436"
"2020-01-18","11:02:39","2020-01-18","13:02:39","1585","437"
"2020-01-19","08:12:45","2020-01-19","10:12:45","1585","438"
"2020-01-20","20:06:05","2020-01-20","22:06:05","1585","439"
"2020-11-21","10:27:42","2020-11-21","12:27:42","1592","401"
"2020-11-21","21:20:49","2020-11-21","23:20:49","1592","402"
"2020-11-24","08:08:06","2020-11-24","10:08:06","1592","403"
"2020-11-24","18:08:49","2020-11-24","20:08:49","1592","404"
"2020-11-23","10:13:38","2020-11-23","12:13:38","1592","405"
"2020-11-21","13:15:29","2020-11-21","15:15:29","1592","406"
"2020-11-24","14:35:10","2020-11-24","16:35:10","1592","407"
"2020-11-24","13:19:15","2020-11-24","15:19:15","1592","408"
"2020-11-25","20:39:08","2020-11-25","22:39:08","1592","409"
"2020-11-25","12:00:32","2020-11-25","14:00:32","1592","410"
"2020-01-17","18:43:43","2020-01-17","20:43:43","1593","401"
"2020-01-16","16:14:01","2020-01-16","18:14:01","1593","402"
"2020-01-17","10:31:41","2020-01-17","12:31:41","1593","403"
"2020-01-17","16:26:05","2020-01-17","18:26:05","1593","404"
"2020-01-13","20:07:53","2020-01-13","22:07:53","1593","405"
"2020-01-16","12:40:12","2020-01-16","14:40:12","1593","406"
"2020-01-14","13:27:39","2020-01-14","15:27:39","1593","407"
"2020-01-15","20:02:17","2020-01-15","22:02:17","1593","408"
"2020-01-17","10:16:21","2020-01-17","12:16:21","1593","409"
"2020-01-13","19:29:35","2020-01-13","21:29:35","1593","410"
"2021-08-10","12:13:11","2021-08-10","14:13:11","1594","430"
"2021-08-12","08:45:19","2021-08-12","10:45:19","1594","431"
"2021-08-13","09:39:38","2021-08-13","11:39:38","1594","432"
"2021-08-12","18:42:06","2021-08-12","20:42:06","1594","433"
"2021-08-10","21:08:03","2021-08-10","23:08:03","1594","434"
"2021-08-13","15:12:48","2021-08-13","17:12:48","1594","435"
"2021-08-10","08:07:29","2021-08-10","10:07:29","1594","436"
"2021-08-13","21:37:39","2021-08-13","23:37:39","1594","437"
"2021-08-11","15:36:19","2021-08-11","17:36:19","1594","438"
"2021-08-13","20:54:33","2021-08-13","22:54:33","1594","439"
"2021-08-07","10:38:11","2021-08-07","12:38:11","1599","426"
"2021-08-06","14:20:52","2021-08-06","16:20:52","1599","427"
"2021-08-08","19:47:27","2021-08-08","21:47:27","1599","428"
"2021-08-07","10:24:39","2021-08-07","12:24:39","1599","429"
"2020-11-07","20:30:45","2020-11-07","22:30:45","1600","416"
"2020-11-07","16:23:37","2020-11-07","18:23:37","1600","417"
"2020-11-07","13:49:29","2020-11-07","15:49:29","1600","418"
"2020-11-09","20:03:25","2020-11-09","22:03:25","1600","419"
"2020-11-07","14:56:27","2020-11-07","16:56:27","1600","420"
"2020-11-08","21:15:31","2020-11-08","23:15:31","1600","421"
"2020-11-08","13:33:10","2020-11-08","15:33:10","1600","422"
"2020-11-11","17:29:05","2020-11-11","19:29:05","1600","423"
"2020-11-07","16:44:15","2020-11-07","18:44:15","1600","424"
"2020-11-10","10:28:51","2020-11-10","12:28:51","1600","425"
"2020-06-27","10:55:13","2020-06-27","12:55:13","1600","430"
"2020-07-02","13:24:20","2020-07-02","15:24:20","1600","431"
"2020-07-01","16:24:12","2020-07-01","18:24:12","1600","432"
"2020-06-27","09:17:44","2020-06-27","11:17:44","1600","433"
"2020-07-01","11:58:54","2020-07-01","13:58:54","1600","434"
"2020-06-28","21:21:02","2020-06-28","23:21:02","1600","435"
"2020-07-03","20:43:01","2020-07-03","22:43:01","1600","436"
"2020-06-28","11:28:53","2020-06-28","13:28:53","1600","437"
"2020-07-03","16:09:03","2020-07-03","18:09:03","1600","438"
"2020-06-28","09:13:43","2020-06-28","11:13:43","1600","439"
"2021-06-07","11:22:35","2021-06-07","13:22:35","1601","401"
"2021-06-05","20:32:58","2021-06-05","22:32:58","1601","402"
"2021-06-06","14:29:10","2021-06-06","16:29:10","1601","403"
"2021-06-09","10:37:27","2021-06-09","12:37:27","1601","404"
"2021-06-06","09:53:09","2021-06-06","11:53:09","1601","405"
"2021-06-05","16:01:11","2021-06-05","18:01:11","1601","406"
"2021-06-08","14:32:46","2021-06-08","16:32:46","1601","407"
"2021-06-08","08:26:03","2021-06-08","10:26:03","1601","408"
"2021-06-07","15:42:20","2021-06-07","17:42:20","1601","409"
"2021-06-05","20:18:42","2021-06-05","22:18:42","1601","410"
"2021-11-06","09:26:45","2021-11-06","11:26:45","1605","430"
"2021-11-09","17:44:21","2021-11-09","19:44:21","1605","431"
"2021-11-05","15:14:54","2021-11-05","17:14:54","1605","432"
"2021-11-06","16:00:33","2021-11-06","18:00:33","1605","433"
"2021-11-07","09:55:26","2021-11-07","11:55:26","1605","434"
"2021-11-06","13:43:33","2021-11-06","15:43:33","1605","435"
"2021-11-05","16:55:09","2021-11-05","18:55:09","1605","436"
"2021-11-08","12:25:07","2021-11-08","14:25:07","1605","437"
"2021-11-09","16:40:31","2021-11-09","18:40:31","1605","438"
"2021-11-05","10:01:32","2021-11-05","12:01:32","1605","439"
"2020-10-27","11:26:53","2020-10-27","13:26:53","1606","430"
"2020-11-01","12:08:15","2020-11-01","14:08:15","1606","431"
"2020-11-03","08:13:23","2020-11-03","10:13:23","1606","432"
"2020-10-27","18:18:31","2020-10-27","20:18:31","1606","433"
"2020-10-28","13:06:40","2020-10-28","15:06:40","1606","434"
"2020-11-01","19:17:24","2020-11-01","21:17:24","1606","435"
"2020-11-01","09:10:44","2020-11-01","11:10:44","1606","436"
"2020-11-02","16:27:18","2020-11-02","18:27:18","1606","437"
"2020-10-28","11:15:34","2020-10-28","13:15:34","1606","438"
"2020-11-03","16:08:18","2020-11-03","18:08:18","1606","439"
"2021-06-25","08:02:46","2021-06-25","10:02:46","1607","416"
"2021-06-26","14:30:19","2021-06-26","16:30:19","1607","417"
"2021-06-22","12:35:30","2021-06-22","14:35:30","1607","418"
"2021-06-24","09:03:36","2021-06-24","11:03:36","1607","419"
"2021-06-26","21:19:35","2021-06-26","23:19:35","1607","420"
"2021-06-26","13:18:26","2021-06-26","15:18:26","1607","421"
"2021-06-24","17:23:42","2021-06-24","19:23:42","1607","422"
"2021-06-24","20:11:16","2021-06-24","22:11:16","1607","423"
"2021-06-25","13:11:45","2021-06-25","15:11:45","1607","424"
"2021-06-24","09:40:30","2021-06-24","11:40:30","1607","425"
"2020-05-09","21:45:43","2020-05-09","23:45:43","1608","401"
"2020-05-11","09:57:34","2020-05-11","11:57:34","1608","402"
"2020-05-08","17:14:29","2020-05-08","19:14:29","1608","403"
"2020-05-07","09:39:23","2020-05-07","11:39:23","1608","404"
"2020-05-11","16:04:39","2020-05-11","18:04:39","1608","405"
"2020-05-07","08:43:24","2020-05-07","10:43:24","1608","406"
"2020-05-07","16:08:54","2020-05-07","18:08:54","1608","407"
"2020-05-08","12:30:26","2020-05-08","14:30:26","1608","408"
"2020-05-10","15:56:34","2020-05-10","17:56:34","1608","409"
"2020-05-08","10:17:54","2020-05-08","12:17:54","1608","410"
"2021-10-15","09:47:09","2021-10-15","11:47:09","1608","416"
"2021-10-14","12:58:58","2021-10-14","14:58:58","1608","417"
"2021-10-14","20:57:29","2021-10-14","22:57:29","1608","418"
"2021-10-11","13:03:14","2021-10-11","15:03:14","1608","419"
"2021-10-11","12:48:50","2021-10-11","14:48:50","1608","420"
"2021-10-14","10:13:05","2021-10-14","12:13:05","1608","421"
"2021-10-15","12:27:20","2021-10-15","14:27:20","1608","422"
"2021-10-11","18:43:52","2021-10-11","20:43:52","1608","423"
"2021-10-12","15:24:49","2021-10-12","17:24:49","1608","424"
"2021-10-13","09:48:38","2021-10-13","11:48:38","1608","425"
"2020-02-28","08:11:45","2020-02-28","10:11:45","1609","426"
"2020-02-28","15:15:01","2020-02-28","17:15:01","1609","427"
"2020-03-02","19:30:45","2020-03-02","21:30:45","1609","428"
"2020-02-27","13:19:08","2020-02-27","15:19:08","1609","429"
"2021-01-07","18:36:36","2021-01-07","20:36:36","1612","430"
"2021-01-06","16:13:11","2021-01-06","18:13:11","1612","431"
"2021-01-07","14:49:48","2021-01-07","16:49:48","1612","432"
"2021-01-04","20:48:28","2021-01-04","22:48:28","1612","433"
"2021-01-05","13:12:50","2021-01-05","15:12:50","1612","434"
"2021-01-04","16:35:57","2021-01-04","18:35:57","1612","435"
"2021-01-05","19:04:25","2021-01-05","21:04:25","1612","436"
"2021-01-07","09:27:13","2021-01-07","11:27:13","1612","437"
"2021-01-06","14:48:06","2021-01-06","16:48:06","1612","438"
"2021-01-07","11:05:17","2021-01-07","13:05:17","1612","439"
"2020-06-22","08:48:07","2020-06-22","10:48:07","1613","401"
"2020-06-21","14:35:12","2020-06-21","16:35:12","1613","402"
"2020-06-21","17:16:06","2020-06-21","19:16:06","1613","403"
"2020-06-19","08:47:36","2020-06-19","10:47:36","1613","404"
"2020-06-20","21:54:42","2020-06-20","23:54:42","1613","405"
"2020-06-20","11:44:16","2020-06-20","13:44:16","1613","406"
"2020-06-18","10:18:31","2020-06-18","12:18:31","1613","407"
"2020-06-22","10:21:45","2020-06-22","12:21:45","1613","408"
"2020-06-19","12:54:15","2020-06-19","14:54:15","1613","409"
"2020-06-18","18:07:44","2020-06-18","20:07:44","1613","410"
"2020-02-14","17:46:10","2020-02-14","19:46:10","1613","430"
"2020-02-13","13:36:27","2020-02-13","15:36:27","1613","431"
"2020-02-14","19:09:52","2020-02-14","21:09:52","1613","432"
"2020-02-12","08:38:20","2020-02-12","10:38:20","1613","433"
"2020-02-11","09:35:47","2020-02-11","11:35:47","1613","434"
"2020-02-14","19:04:48","2020-02-14","21:04:48","1613","435"
"2020-02-10","08:04:52","2020-02-10","10:04:52","1613","436"
"2020-02-13","15:10:57","2020-02-13","17:10:57","1613","437"
"2020-02-14","12:32:06","2020-02-14","14:32:06","1613","438"
"2020-02-10","18:44:46","2020-02-10","20:44:46","1613","439"
"2021-11-16","14:33:41","2021-11-16","16:33:41","1615","401"
"2021-11-15","12:08:26","2021-11-15","14:08:26","1615","402"
"2021-11-16","11:33:12","2021-11-16","13:33:12","1615","403"
"2021-11-14","20:41:43","2021-11-14","22:41:43","1615","404"
"2021-11-16","10:13:08","2021-11-16","12:13:08","1615","405"
"2021-11-16","10:33:15","2021-11-16","12:33:15","1615","406"
"2021-11-15","08:30:44","2021-11-15","10:30:44","1615","407"
"2021-11-17","21:28:06","2021-11-17","23:28:06","1615","408"
"2021-11-16","11:48:20","2021-11-16","13:48:20","1615","409"
"2021-11-16","20:57:57","2021-11-16","22:57:57","1615","410"
"2021-11-25","14:50:16","2021-11-25","16:50:16","1618","416"
"2021-11-27","12:19:23","2021-11-27","14:19:23","1618","417"
"2021-11-24","17:40:35","2021-11-24","19:40:35","1618","418"
"2021-11-28","12:38:20","2021-11-28","14:38:20","1618","419"
"2021-11-24","08:28:28","2021-11-24","10:28:28","1618","420"
"2021-11-24","12:35:09","2021-11-24","14:35:09","1618","421"
"2021-11-25","16:38:33","2021-11-25","18:38:33","1618","422"
"2021-11-27","09:21:46","2021-11-27","11:21:46","1618","423"
"2021-11-25","13:44:41","2021-11-25","15:44:41","1618","424"
"2021-11-26","10:03:00","2021-11-26","12:03:00","1618","425"
"2020-03-27","12:21:41","2020-03-27","14:21:41","1618","426"
"2020-03-25","10:32:22","2020-03-25","12:32:22","1618","427"
"2020-03-26","16:47:10","2020-03-26","18:47:10","1618","428"
"2020-03-23","10:05:10","2020-03-23","12:05:10","1618","429"
"2020-11-06","18:30:53","2020-11-06","20:30:53","1619","430"
"2020-11-10","08:26:43","2020-11-10","10:26:43","1619","431"
"2020-11-06","12:24:14","2020-11-06","14:24:14","1619","432"
"2020-11-09","08:42:53","2020-11-09","10:42:53","1619","433"
"2020-11-09","09:20:06","2020-11-09","11:20:06","1619","434"
"2020-11-07","18:08:48","2020-11-07","20:08:48","1619","435"
"2020-11-06","11:33:24","2020-11-06","13:33:24","1619","436"
"2020-11-06","15:06:41","2020-11-06","17:06:41","1619","437"
"2020-11-10","11:09:55","2020-11-10","13:09:55","1619","438"
"2020-11-10","20:20:27","2020-11-10","22:20:27","1619","439"
"2021-03-27","17:00:00","2021-03-27","19:00:00","1621","416"
"2021-03-27","19:20:15","2021-03-27","21:20:15","1621","417"
"2021-03-28","17:21:12","2021-03-28","19:21:12","1621","418"
"2021-03-26","18:14:45","2021-03-26","20:14:45","1621","419"
"2021-03-24","16:40:00","2021-03-24","18:40:00","1621","420"
"2021-03-24","14:23:50","2021-03-24","16:23:50","1621","421"
"2021-03-28","08:26:29","2021-03-28","10:26:29","1621","422"
"2021-03-25","17:36:27","2021-03-25","19:36:27","1621","423"
"2021-03-26","17:10:51","2021-03-26","19:10:51","1621","424"
"2021-03-24","11:18:38","2021-03-24","13:18:38","1621","425"
"2020-11-20","13:52:24","2020-11-20","15:52:24","1625","426"
"2020-11-19","19:31:01","2020-11-19","21:31:01","1625","427"
"2020-11-18","09:27:20","2020-11-18","11:27:20","1625","428"
"2020-11-19","18:34:53","2020-11-19","20:34:53","1625","429"
"2021-08-26","09:58:28","2021-08-26","11:58:28","1625","430"
"2021-08-27","15:11:19","2021-08-27","17:11:19","1625","431"
"2021-08-28","08:12:25","2021-08-28","10:12:25","1625","432"
"2021-08-25","12:03:25","2021-08-25","14:03:25","1625","433"
"2021-09-01","19:10:43","2021-09-01","21:10:43","1625","434"
"2021-08-27","13:26:40","2021-08-27","15:26:40","1625","435"
"2021-09-01","18:55:54","2021-09-01","20:55:54","1625","436"
"2021-09-01","17:02:11","2021-09-01","19:02:11","1625","437"
"2021-08-25","16:45:14","2021-08-25","18:45:14","1625","438"
"2021-09-01","08:43:39","2021-09-01","10:43:39","1625","439"
"2020-08-07","14:21:18","2020-08-07","16:21:18","1626","426"
"2020-08-10","20:36:13","2020-08-10","22:36:13","1626","427"
"2020-08-07","09:48:19","2020-08-07","11:48:19","1626","428"
"2020-08-07","13:21:46","2020-08-07","15:21:46","1626","429"
"2020-03-01","18:27:48","2020-03-01","20:27:48","1626","430"
"2020-03-01","17:10:52","2020-03-01","19:10:52","1626","431"
"2020-03-02","16:50:14","2020-03-02","18:50:14","1626","432"
"2020-03-02","14:33:28","2020-03-02","16:33:28","1626","433"
"2020-03-01","14:26:31","2020-03-01","16:26:31","1626","434"
"2020-02-28","16:16:28","2020-02-28","18:16:28","1626","435"
"2020-02-27","17:29:42","2020-02-27","19:29:42","1626","436"
"2020-02-27","15:08:30","2020-02-27","17:08:30","1626","437"
"2020-03-03","16:45:09","2020-03-03","18:45:09","1626","438"
"2020-03-02","13:05:17","2020-03-02","15:05:17","1626","439"
"2020-11-18","17:04:29","2020-11-18","19:04:29","1628","416"
"2020-11-19","16:44:53","2020-11-19","18:44:53","1628","417"
"2020-11-16","18:32:17","2020-11-16","20:32:17","1628","418"
"2020-11-16","20:42:01","2020-11-16","22:42:01","1628","419"
"2020-11-17","21:03:51","2020-11-17","23:03:51","1628","420"
"2020-11-17","16:21:12","2020-11-17","18:21:12","1628","421"
"2020-11-15","10:37:39","2020-11-15","12:37:39","1628","422"
"2020-11-17","16:11:26","2020-11-17","18:11:26","1628","423"
"2020-11-17","10:50:13","2020-11-17","12:50:13","1628","424"
"2020-11-17","14:03:10","2020-11-17","16:03:10","1628","425"
"2021-10-19","10:06:43","2021-10-19","12:06:43","1630","401"
"2021-10-20","17:39:09","2021-10-20","19:39:09","1630","402"
"2021-10-18","11:20:58","2021-10-18","13:20:58","1630","403"
"2021-10-17","18:19:29","2021-10-17","20:19:29","1630","404"
"2021-10-17","21:27:03","2021-10-17","23:27:03","1630","405"
"2021-10-18","08:58:56","2021-10-18","10:58:56","1630","406"
"2021-10-17","12:08:06","2021-10-17","14:08:06","1630","407"
"2021-10-20","11:04:26","2021-10-20","13:04:26","1630","408"
"2021-10-20","18:14:37","2021-10-20","20:14:37","1630","409"
"2021-10-17","12:22:02","2021-10-17","14:22:02","1630","410"
"2020-02-05","09:29:27","2020-02-05","11:29:27","1634","416"
"2020-02-03","18:09:38","2020-02-03","20:09:38","1634","417"
"2020-02-06","11:07:24","2020-02-06","13:07:24","1634","418"
"2020-02-06","09:07:14","2020-02-06","11:07:14","1634","419"
"2020-02-02","15:23:38","2020-02-02","17:23:38","1634","420"
"2020-02-02","16:12:35","2020-02-02","18:12:35","1634","421"
"2020-02-05","09:09:37","2020-02-05","11:09:37","1634","422"
"2020-02-03","13:16:34","2020-02-03","15:16:34","1634","423"
"2020-02-03","21:40:07","2020-02-03","23:40:07","1634","424"
"2020-02-05","09:35:41","2020-02-05","11:35:41","1634","425"
"2021-06-06","17:06:33","2021-06-06","19:06:33","1634","426"
"2021-06-07","19:27:41","2021-06-07","21:27:41","1634","427"
"2021-06-03","17:54:13","2021-06-03","19:54:13","1634","428"
"2021-06-04","20:56:45","2021-06-04","22:56:45","1634","429"
"2021-07-17","19:43:02","2021-07-17","21:43:02","1634","430"
"2021-07-17","15:30:04","2021-07-17","17:30:04","1634","431"
"2021-07-14","10:44:07","2021-07-14","12:44:07","1634","432"
"2021-07-18","21:33:46","2021-07-18","23:33:46","1634","433"
"2021-07-15","20:57:32","2021-07-15","22:57:32","1634","434"
"2021-07-15","17:04:14","2021-07-15","19:04:14","1634","435"
"2021-07-16","20:34:49","2021-07-16","22:34:49","1634","436"
"2021-07-18","10:56:15","2021-07-18","12:56:15","1634","437"
"2021-07-16","11:27:33","2021-07-16","13:27:33","1634","438"
"2021-07-15","12:15:43","2021-07-15","14:15:43","1634","439"
"2021-01-12","11:03:14","2021-01-12","13:03:14","1635","416"
"2021-01-13","09:49:45","2021-01-13","11:49:45","1635","417"
"2021-01-14","21:48:56","2021-01-14","23:48:56","1635","418"
"2021-01-12","14:17:33","2021-01-12","16:17:33","1635","419"
"2021-01-15","21:02:50","2021-01-15","23:02:50","1635","420"
"2021-01-15","20:29:02","2021-01-15","22:29:02","1635","421"
"2021-01-15","08:11:23","2021-01-15","10:11:23","1635","422"
"2021-01-12","19:24:27","2021-01-12","21:24:27","1635","423"
"2021-01-14","21:53:06","2021-01-14","23:53:06","1635","424"
"2021-01-12","20:46:06","2021-01-12","22:46:06","1635","425"
"2021-11-08","20:36:30","2021-11-08","22:36:30","1636","416"
"2021-11-10","16:21:05","2021-11-10","18:21:05","1636","417"
"2021-11-09","16:39:54","2021-11-09","18:39:54","1636","418"
"2021-11-10","17:42:45","2021-11-10","19:42:45","1636","419"
"2021-11-08","18:10:12","2021-11-08","20:10:12","1636","420"
"2021-11-09","19:12:35","2021-11-09","21:12:35","1636","421"
"2021-11-10","09:45:03","2021-11-10","11:45:03","1636","422"
"2021-11-09","21:10:11","2021-11-09","23:10:11","1636","423"
"2021-11-09","21:20:05","2021-11-09","23:20:05","1636","424"
"2021-11-10","20:02:21","2021-11-10","22:02:21","1636","425"
"2021-10-13","15:10:33","2021-10-13","17:10:33","1641","401"
"2021-10-13","10:15:26","2021-10-13","12:15:26","1641","402"
"2021-10-12","16:05:00","2021-10-12","18:05:00","1641","403"
"2021-10-14","14:23:24","2021-10-14","16:23:24","1641","404"
"2021-10-16","18:44:26","2021-10-16","20:44:26","1641","405"
"2021-10-14","13:56:08","2021-10-14","15:56:08","1641","406"
"2021-10-14","21:29:24","2021-10-14","23:29:24","1641","407"
"2021-10-15","11:52:28","2021-10-15","13:52:28","1641","408"
"2021-10-13","08:15:48","2021-10-13","10:15:48","1641","409"
"2021-10-14","11:32:14","2021-10-14","13:32:14","1641","410"
"2021-01-28","12:32:45","2021-01-28","14:32:45","1643","430"
"2021-01-26","19:11:47","2021-01-26","21:11:47","1643","431"
"2021-02-01","19:55:28","2021-02-01","21:55:28","1643","432"
"2021-01-27","19:33:17","2021-01-27","21:33:17","1643","433"
"2021-01-25","17:08:02","2021-01-25","19:08:02","1643","434"
"2021-02-01","19:33:34","2021-02-01","21:33:34","1643","435"
"2021-01-25","17:04:23","2021-01-25","19:04:23","1643","436"
"2021-01-25","15:32:47","2021-01-25","17:32:47","1643","437"
"2021-01-27","14:44:04","2021-01-27","16:44:04","1643","438"
"2021-01-25","10:20:19","2021-01-25","12:20:19","1643","439"
"2020-01-03","21:53:42","2020-01-03","23:53:42","1644","401"
"2020-01-06","13:30:09","2020-01-06","15:30:09","1644","402"
"2020-01-05","08:33:40","2020-01-05","10:33:40","1644","403"
"2020-01-02","08:39:00","2020-01-02","10:39:00","1644","404"
"2020-01-02","20:23:55","2020-01-02","22:23:55","1644","405"
"2020-01-03","08:48:32","2020-01-03","10:48:32","1644","406"
"2020-01-06","16:46:29","2020-01-06","18:46:29","1644","407"
"2020-01-04","10:06:19","2020-01-04","12:06:19","1644","408"
"2020-01-05","14:45:58","2020-01-05","16:45:58","1644","409"
"2020-01-04","12:41:02","2020-01-04","14:41:02","1644","410"
"2021-06-09","15:17:44","2021-06-09","17:17:44","1652","401"
"2021-06-06","20:55:10","2021-06-06","22:55:10","1652","402"
"2021-06-07","11:10:42","2021-06-07","13:10:42","1652","403"
"2021-06-05","09:36:11","2021-06-05","11:36:11","1652","404"
"2021-06-08","21:49:58","2021-06-08","23:49:58","1652","405"
"2021-06-06","14:16:22","2021-06-06","16:16:22","1652","406"
"2021-06-06","21:11:25","2021-06-06","23:11:25","1652","407"
"2021-06-06","11:50:35","2021-06-06","13:50:35","1652","408"
"2021-06-05","21:00:55","2021-06-05","23:00:55","1652","409"
"2021-06-09","14:44:29","2021-06-09","16:44:29","1652","410"
"2020-04-13","10:45:53","2020-04-13","12:45:53","1653","401"
"2020-04-11","12:17:02","2020-04-11","14:17:02","1653","402"
"2020-04-11","10:03:26","2020-04-11","12:03:26","1653","403"
"2020-04-14","13:50:27","2020-04-14","15:50:27","1653","404"
"2020-04-14","17:27:14","2020-04-14","19:27:14","1653","405"
"2020-04-15","11:12:20","2020-04-15","13:12:20","1653","406"
"2020-04-14","12:01:29","2020-04-14","14:01:29","1653","407"
