"date_of_charge","time_of_charge","amount","description_of_charge"
"2021-01-03","19:15:17","192","conference room"
"2021-01-03","20:45:53","139","conference room"
"2021-01-03","22:42:52","148","conference room"
"2021-01-04","10:45:25","162","conference room"
"2021-01-04","14:57:52","105","gym"
"2021-01-04","18:35:57","186","sauna"
"2021-01-04","22:48:28","186","sauna"
"2021-01-05","13:15:01","158","bar/restaurant"
"2021-01-05","15:12:50","145","sauna"
"2021-01-05","17:02:32","153","conference room"
"2021-01-05","19:01:39","165","bar/restaurant"
"2021-01-05","21:04:25","110","sauna"
"2021-01-05","22:07:17","199","bar/restaurant"
"2021-01-06","16:48:06","104","sauna"
"2021-01-06","17:37:55","126","bar/restaurant"
"2021-01-06","18:13:11","113","sauna"
"2021-01-06","19:48:07","164","gym"
"2021-01-06","19:52:55","166","conference room"
"2021-01-07","11:27:13","174","sauna"
"2021-01-07","12:36:29","168","bar/restaurant"
"2021-01-07","13:05:17","139","sauna"
"2021-01-07","15:19:53","119","bar/restaurant"
"2021-01-07","16:49:48","149","sauna"
"2021-01-07","20:36:36","153","sauna"
"2021-01-08","10:19:36","133","sauna"
"2021-01-08","12:45:47","128","bar/restaurant"
"2021-01-08","22:35:35","167","bar/restaurant"
"2021-01-09","16:58:33","129","sauna"
"2021-01-09","17:25:31","107","sauna"
"2021-01-09","18:06:04","196","sauna"
"2021-01-09","21:07:01","151","bar/restaurant"
"2021-01-09","22:22:54","177","bar/restaurant"
"2021-01-10","10:58:31","112","sauna"
"2021-01-10","16:03:08","180","sauna"
"2021-01-10","16:25:53","190","sauna"
"2021-01-11","11:55:19","188","bar/restaurant"
"2021-01-11","16:10:55","174","bar/restaurant"
"2021-01-11","16:38:54","199","sauna"
"2021-01-11","19:01:15","155","sauna"
"2021-01-12","10:15:10","113","gym"
"2021-01-12","11:44:19","156","sauna"
"2021-01-12","12:56:49","151","conference room"
"2021-01-12","13:03:14","100","conference room"
"2021-01-12","15:24:00","132","bar/restaurant"
"2021-01-12","15:48:28","161","sauna"
"2021-01-12","15:53:17","126","bar/restaurant"
"2021-01-12","16:17:33","118","conference room"
"2021-01-12","20:37:48","107","conference room"
"2021-01-12","20:56:46","113","bar/restaurant"
"2021-01-12","21:24:27","186","conference room"
"2021-01-12","21:44:16","128","sauna"
"2021-01-12","22:46:06","101","conference room"
"2021-01-13","10:16:40","143","conference room"
"2021-01-13","10:41:11","151","bar/restaurant"
"2021-01-13","10:53:25","165","conference room"
"2021-01-13","11:26:10","112","sauna"
"2021-01-13","11:49:45","123","conference room"
"2021-01-13","12:11:31","195","conference room"
"2021-01-13","12:35:32","154","bar/restaurant"
"2021-01-13","13:13:38","134","bar/restaurant"
"2021-01-13","14:06:37","111","gym"
"2021-01-13","16:19:53","135","bar/restaurant"
"2021-01-13","20:46:07","100","bar/restaurant"
"2021-01-13","21:38:09","114","bar/restaurant"
"2021-01-13","22:41:23","100","sauna"
"2021-01-14","10:40:30","139","bar/restaurant"
"2021-01-14","11:31:31","117","conference room"
"2021-01-14","11:42:10","171","bar/restaurant"
"2021-01-14","11:57:58","186","bar/restaurant"
"2021-01-14","12:25:13","130","sauna"
"2021-01-14","12:34:50","139","gym"
"2021-01-14","12:35:34","160","bar/restaurant"
"2021-01-14","13:10:34","136","sauna"
"2021-01-14","14:28:02","163","gym"
"2021-01-14","16:47:52","125","bar/restaurant"
"2021-01-14","17:53:26","149","bar/restaurant"
"2021-01-14","19:26:19","173","bar/restaurant"
"2021-01-14","20:45:01","185","sauna"
"2021-01-14","20:49:49","116","conference room"
"2021-01-14","21:27:37","173","conference room"
"2021-01-14","21:48:17","147","conference room"
"2021-01-14","23:16:04","128","sauna"
"2021-01-14","23:48:56","176","conference room"
"2021-01-14","23:53:06","142","conference room"
"2021-01-15","10:04:07","177","bar/restaurant"
"2021-01-15","10:11:23","167","conference room"
"2021-01-15","10:54:11","179","bar/restaurant"
"2021-01-15","11:22:43","178","bar/restaurant"
"2021-01-15","14:25:10","162","conference room"
"2021-01-15","14:56:11","192","bar/restaurant"
"2021-01-15","16:31:47","199","bar/restaurant"
"2021-01-15","16:42:11","138","bar/restaurant"
"2021-01-15","16:52:39","198","gym"
"2021-01-15","17:08:39","180","gym"
"2021-01-15","17:29:09","105","conference room"
"2021-01-15","17:56:58","140","bar/restaurant"
"2021-01-15","18:44:31","138","bar/restaurant"
"2021-01-15","18:47:02","129","bar/restaurant"
"2021-01-15","19:02:56","124","conference room"
"2021-01-15","19:07:19","157","bar/restaurant"
"2021-01-15","20:24:04","101","sauna"
"2021-01-15","22:09:29","195","conference room"
"2021-01-15","22:13:09","164","sauna"
"2021-01-15","22:29:02","129","conference room"
"2021-01-15","23:02:50","111","conference room"
"2021-01-15","23:05:30","137","conference room"
"2021-01-16","11:54:25","141","sauna"
"2021-01-16","12:25:37","115","conference room"
"2021-01-16","12:40:52","186","sauna"
"2021-01-16","13:37:26","136","conference room"
"2021-01-16","14:08:42","177","conference room"
"2021-01-16","15:10:30","166","sauna"
"2021-01-16","17:23:03","184","sauna"
"2021-01-16","17:43:16","149","sauna"
"2021-01-16","18:01:27","156","sauna"
"2021-01-16","20:38:36","162","conference room"
"2021-01-16","22:17:24","187","sauna"
"2021-01-16","23:33:47","105","sauna"
"2021-01-16","23:39:05","120","bar/restaurant"
"2021-01-17","10:00:38","125","sauna"
"2021-01-17","11:02:53","133","sauna"
"2021-01-17","12:53:48","186","gym"
"2021-01-17","13:29:58","123","sauna"
"2021-01-17","15:13:22","183","sauna"
"2021-01-17","15:28:50","156","sauna"
"2021-01-17","20:45:46","116","conference room"
"2021-01-17","21:30:23","173","bar/restaurant"
"2021-01-17","23:42:42","196","conference room"
"2021-01-18","10:36:32","114","conference room"
"2021-01-18","10:38:42","147","sauna"
"2021-01-18","11:42:09","108","conference room"
"2021-01-18","11:54:55","112","conference room"
"2021-01-18","12:01:41","116","conference room"
"2021-01-18","12:12:30","120","sauna"
"2021-01-18","14:18:37","184","conference room"
"2021-01-18","15:43:08","188","sauna"
"2021-01-18","18:31:08","181","sauna"
"2021-01-18","19:34:06","180","conference room"
"2021-01-18","19:42:16","196","conference room"
"2021-01-18","21:34:14","153","conference room"
"2021-01-19","10:27:20","168","gym"
"2021-01-19","12:09:20","115","sauna"
"2021-01-19","18:03:24","138","sauna"
"2021-01-19","19:31:32","193","conference room"
"2021-01-19","19:55:08","127","sauna"
"2021-01-19","20:16:12","163","conference room"
"2021-01-19","20:44:03","161","sauna"
"2021-01-19","22:18:14","166","sauna"
"2021-01-19","22:51:40","192","conference room"
"2021-01-19","23:53:26","141","sauna"
"2021-01-20","12:36:01","131","sauna"
"2021-01-20","12:52:13","179","sauna"
"2021-01-20","14:02:30","138","sauna"
"2021-01-20","16:00:22","197","conference room"
"2021-01-20","16:51:42","174","sauna"
"2021-01-20","18:32:44","104","sauna"
"2021-01-20","18:42:47","157","sauna"
"2021-01-20","20:30:34","112","sauna"
"2021-01-20","21:15:38","175","sauna"
"2021-01-20","22:21:53","148","sauna"
"2021-01-20","22:33:40","114","sauna"
"2021-01-20","23:31:24","161","conference room"
"2021-01-20","23:38:04","186","sauna"
"2021-01-21","11:55:31","189","conference room"
"2021-01-21","12:37:03","100","sauna"
"2021-01-21","13:43:56","173","conference room"
"2021-01-21","21:47:03","113","conference room"
"2021-01-22","11:15:52","176","conference room"
"2021-01-22","14:12:16","188","sauna"
"2021-01-22","22:15:46","122","conference room"
"2021-01-23","11:19:31","120","sauna"
"2021-01-23","13:00:03","185","conference room"
"2021-01-23","14:31:58","101","conference room"
"2021-01-24","10:04:12","158","sauna"
"2021-01-24","13:27:33","195","sauna"
"2021-01-24","13:41:33","120","sauna"
"2021-01-25","12:20:19","135","sauna"
"2021-01-25","17:32:47","196","sauna"
"2021-01-25","19:04:23","152","sauna"
"2021-01-25","19:08:02","127","sauna"
"2021-01-26","21:11:47","189","sauna"
"2021-01-27","16:44:04","162","sauna"
"2021-01-27","21:33:17","151","sauna"
"2021-01-28","14:32:45","153","sauna"
"2021-02-01","21:33:34","102","sauna"
"2021-02-01","21:55:28","176","sauna"
"2021-02-03","11:27:49","129","conference room"
"2021-02-03","11:56:58","180","conference room"
"2021-02-03","23:02:10","110","conference room"
"2021-02-04","10:17:31","118","conference room"
"2021-02-04","12:34:52","109","conference room"
"2021-02-04","17:20:09","184","bar/restaurant"
"2021-02-04","18:06:49","149","conference room"
"2021-02-04","23:29:05","139","bar/restaurant"
"2021-02-05","10:18:23","172","conference room"
"2021-02-05","13:13:02","137","conference room"
"2021-02-05","13:23:35","149","conference room"
"2021-02-05","14:04:37","105","bar/restaurant"
"2021-02-05","14:09:50","191","conference room"
"2021-02-05","15:28:24","194","sauna"
"2021-02-05","16:16:20","131","conference room"
"2021-02-05","21:27:42","190","conference room"
"2021-02-05","21:34:08","156","conference room"
"2021-02-05","23:13:55","151","bar/restaurant"
"2021-02-05","23:16:20","151","conference room"
"2021-02-06","10:49:50","129","bar/restaurant"
"2021-02-06","11:21:03","101","conference room"
"2021-02-06","13:04:21","157","sauna"
"2021-02-06","14:08:06","145","bar/restaurant"
"2021-02-06","14:19:04","103","sauna"
"2021-02-06","16:30:13","169","conference room"
"2021-02-06","22:36:00","108","sauna"
"2021-02-06","23:01:32","148","conference room"
"2021-02-06","23:23:57","142","conference room"
"2021-02-07","12:25:47","103","sauna"
"2021-02-07","13:29:58","177","conference room"
"2021-02-07","14:04:28","112","conference room"
"2021-02-07","14:26:41","102","bar/restaurant"
"2021-02-07","15:55:07","134","conference room"
"2021-02-07","18:39:58","107","sauna"
"2021-02-07","19:32:49","185","conference room"
"2021-02-07","20:14:08","144","sauna"
"2021-02-07","21:39:29","127","conference room"
"2021-02-07","21:54:17","187","conference room"
"2021-02-07","22:10:10","131","bar/restaurant"
"2021-02-08","11:12:17","139","bar/restaurant"
"2021-02-08","13:15:20","143","conference room"
"2021-02-08","13:16:11","169","conference room"
"2021-02-08","14:33:12","143","sauna"
"2021-02-08","15:01:22","127","sauna"
"2021-02-08","15:32:39","141","conference room"
"2021-02-08","17:34:18","142","bar/restaurant"
"2021-02-08","19:02:41","109","sauna"
"2021-02-08","21:14:32","173","conference room"
"2021-02-08","21:50:32","133","conference room"
"2021-02-08","22:39:12","180","sauna"
"2021-02-08","23:31:05","156","conference room"
"2021-02-09","10:00:13","111","sauna"
"2021-02-09","11:18:14","181","sauna"
"2021-02-09","11:46:05","141","conference room"
"2021-02-09","12:17:11","134","sauna"
"2021-02-09","12:22:53","186","sauna"
"2021-02-09","14:27:28","128","sauna"
"2021-02-09","16:33:49","130","sauna"
"2021-02-09","17:05:32","134","gym"
"2021-02-09","17:43:52","199","sauna"
"2021-02-09","18:03:48","157","conference room"
"2021-02-09","18:37:16","107","sauna"
"2021-02-09","20:15:35","173","sauna"
"2021-02-09","21:04:51","106","sauna"
"2021-02-09","21:07:15","114","conference room"
"2021-02-09","22:48:42","107","sauna"
"2021-02-09","23:33:23","168","conference room"
"2021-02-10","13:20:00","192","conference room"
"2021-02-10","13:35:35","114","sauna"
"2021-02-10","18:35:12","192","sauna"
"2021-02-10","19:22:52","183","conference room"
"2021-02-10","20:40:28","162","sauna"
"2021-02-10","21:08:29","162","sauna"
"2021-02-10","23:27:25","178","gym"
"2021-02-11","10:23:33","106","sauna"
"2021-02-11","10:42:09","106","bar/restaurant"
"2021-02-11","12:31:10","184","sauna"
"2021-02-11","12:40:04","127","sauna"
"2021-02-11","13:04:28","179","sauna"
"2021-02-11","13:53:46","132","conference room"
"2021-02-11","14:50:44","131","sauna"
"2021-02-11","16:40:22","112","sauna"
"2021-02-11","17:42:48","156","conference room"
"2021-02-11","19:26:34","161","conference room"
"2021-02-11","20:38:04","136","sauna"
"2021-02-12","10:20:47","113","conference room"
"2021-02-12","12:36:09","154","conference room"
"2021-02-12","12:48:09","147","sauna"
"2021-02-12","14:38:41","188","bar/restaurant"
"2021-02-12","15:46:23","135","bar/restaurant"
"2021-02-12","16:11:00","139","bar/restaurant"
"2021-02-12","16:21:18","133","gym"
"2021-02-12","16:22:39","165","bar/restaurant"
"2021-02-12","16:38:18","168","sauna"
"2021-02-12","17:50:07","117","sauna"
"2021-02-12","19:39:32","127","bar/restaurant"
"2021-02-12","20:00:42","197","conference room"
"2021-02-12","20:01:47","120","gym"
"2021-02-12","20:51:03","148","bar/restaurant"
"2021-02-13","11:37:10","104","bar/restaurant"
"2021-02-13","11:52:14","178","conference room"
"2021-02-13","13:22:19","143","sauna"
"2021-02-13","16:36:54","167","sauna"
"2021-02-13","17:38:43","184","bar/restaurant"
"2021-02-13","17:46:12","167","bar/restaurant"
"2021-02-13","18:40:41","194","bar/restaurant"
"2021-02-13","19:04:25","176","sauna"
"2021-02-13","20:15:37","128","sauna"
"2021-02-13","20:19:19","103","bar/restaurant"
"2021-02-14","13:17:29","151","sauna"
"2021-02-14","15:46:20","192","gym"
"2021-02-14","15:52:48","172","sauna"
"2021-02-14","16:05:49","118","sauna"
"2021-02-14","16:23:46","172","bar/restaurant"
"2021-02-14","17:02:19","162","conference room"
"2021-02-14","17:45:24","194","bar/restaurant"
"2021-02-14","19:31:46","160","bar/restaurant"
"2021-02-14","20:40:14","178","bar/restaurant"
"2021-02-15","10:03:04","143","conference room"
"2021-02-15","10:33:42","149","conference room"
"2021-02-15","12:21:21","108","bar/restaurant"
"2021-02-15","12:32:27","156","gym"
"2021-02-15","13:09:30","145","bar/restaurant"
"2021-02-15","14:49:19","117","sauna"
"2021-02-15","14:53:51","156","sauna"
"2021-02-15","17:07:42","172","conference room"
"2021-02-15","18:53:38","124","sauna"
"2021-02-15","19:09:18","148","conference room"
"2021-02-15","19:54:24","139","gym"
"2021-02-15","21:19:55","160","bar/restaurant"
"2021-02-15","21:29:50","159","bar/restaurant"
"2021-02-15","22:05:40","198","sauna"
"2021-02-15","23:40:41","183","conference room"
"2021-02-15","23:56:56","198","conference room"
"2021-02-16","10:01:30","149","sauna"
"2021-02-16","10:02:56","145","sauna"
"2021-02-16","12:02:04","150","sauna"
"2021-02-16","12:33:56","111","sauna"
"2021-02-16","15:51:14","167","sauna"
"2021-02-16","16:27:37","198","conference room"
"2021-02-16","18:16:43","131","conference room"
"2021-02-16","19:19:22","170","gym"
"2021-02-16","20:44:27","118","sauna"
"2021-02-16","20:54:35","190","gym"
"2021-02-16","21:51:18","113","conference room"
"2021-02-16","22:16:37","108","sauna"
"2021-02-16","22:35:18","125","conference room"
"2021-02-16","23:09:15","183","sauna"
"2021-02-16","23:11:33","125","conference room"
"2021-02-17","10:46:08","168","sauna"
"2021-02-17","12:50:12","150","sauna"
"2021-02-17","15:19:47","179","conference room"
"2021-02-17","16:44:47","105","sauna"
"2021-02-17","16:58:53","121","sauna"
"2021-02-17","17:21:54","168","gym"
"2021-02-17","18:35:11","188","sauna"
"2021-02-17","21:09:29","114","sauna"
"2021-02-17","21:31:06","166","conference room"
"2021-02-17","23:41:40","105","sauna"
"2021-02-17","23:58:00","163","gym"
"2021-02-18","10:21:08","102","sauna"
"2021-02-18","12:46:03","164","sauna"
"2021-02-18","13:41:01","111","conference room"
"2021-02-18","13:50:49","162","sauna"
"2021-02-18","16:07:41","137","sauna"
"2021-02-18","16:19:15","134","gym"
"2021-02-18","18:46:10","186","gym"
"2021-02-18","23:45:57","106","gym"
"2021-02-19","10:00:26","175","sauna"
"2021-02-19","13:29:38","116","sauna"
"2021-02-19","14:32:12","126","sauna"
"2021-02-19","14:43:17","108","sauna"
"2021-02-19","17:00:19","192","sauna"
"2021-02-19","20:10:13","107","conference room"
"2021-02-19","23:10:37","179","conference room"
"2021-02-20","13:54:33","165","sauna"
"2021-02-20","18:37:08","137","sauna"
"2021-02-20","19:28:03","178","sauna"
"2021-02-21","11:38:47","188","gym"
"2021-02-21","20:28:49","175","sauna"
"2021-02-21","23:09:14","120","gym"
"2021-02-21","23:47:08","148","sauna"
"2021-02-22","11:39:20","195","sauna"
"2021-02-22","13:13:45","131","sauna"
"2021-02-22","23:02:12","150","sauna"
"2021-02-23","10:00:31","104","sauna"
"2021-02-23","10:23:45","161","sauna"
"2021-02-23","11:53:21","135","sauna"
"2021-02-23","16:05:06","146","sauna"
"2021-02-23","16:46:15","102","sauna"
"2021-02-23","16:46:22","185","sauna"
"2021-02-23","17:20:43","173","sauna"
"2021-02-23","20:31:22","107","sauna"
"2021-02-23","21:06:25","112","sauna"
"2021-02-23","21:13:42","169","sauna"
"2021-02-23","23:18:26","108","sauna"
"2021-02-23","23:52:40","158","sauna"
"2021-02-24","10:41:44","135","bar/restaurant"
"2021-02-24","10:42:09","150","sauna"
"2021-02-24","11:00:12","116","bar/restaurant"
"2021-02-24","12:54:12","176","bar/restaurant"
"2021-02-24","18:40:26","191","sauna"
"2021-02-24","22:20:16","116","bar/restaurant"
"2021-02-25","13:16:04","153","sauna"
"2021-02-25","15:20:50","142","sauna"
"2021-02-25","15:23:25","167","bar/restaurant"
"2021-02-25","23:14:02","157","gym"
"2021-02-25","23:27:19","143","bar/restaurant"
"2021-02-26","11:18:05","123","sauna"
"2021-02-26","12:58:24","171","gym"
"2021-02-26","15:42:20","199","sauna"
"2021-02-26","17:34:26","193","sauna"
"2021-02-26","18:04:15","187","gym"
"2021-02-26","20:05:40","199","gym"
"2021-02-27","10:55:40","155","sauna"
"2021-02-27","11:37:23","166","gym"
"2021-02-27","12:29:58","121","bar/restaurant"
"2021-02-27","15:17:23","179","sauna"
"2021-02-27","18:54:09","169","bar/restaurant"
"2021-02-27","23:09:06","162","bar/restaurant"
"2021-02-27","23:45:32","124","bar/restaurant"
"2021-02-28","10:23:14","179","bar/restaurant"
"2021-02-28","13:42:34","102","bar/restaurant"
"2021-02-28","15:40:30","108","bar/restaurant"
"2021-02-28","16:03:46","122","sauna"
"2021-02-28","17:41:19","182","gym"
"2021-02-28","18:14:24","139","sauna"
"2021-02-28","18:21:17","148","conference room"
"2021-02-28","19:45:46","154","conference room"
"2021-02-28","21:50:33","132","bar/restaurant"
"2021-02-28","23:34:39","186","bar/restaurant"
"2021-03-01","10:07:16","151","sauna"
"2021-03-01","13:53:07","161","bar/restaurant"
"2021-03-01","14:04:51","127","gym"
"2021-03-01","14:40:40","102","conference room"
"2021-03-01","14:45:38","153","gym"
"2021-03-01","15:23:48","195","bar/restaurant"
"2021-03-01","16:53:29","144","gym"
"2021-03-01","19:54:40","179","sauna"
"2021-03-02","10:05:00","110","sauna"
"2021-03-02","10:18:05","140","sauna"
"2021-03-02","10:27:27","166","bar/restaurant"
"2021-03-02","10:49:03","162","bar/restaurant"
"2021-03-02","11:53:48","172","conference room"
"2021-03-02","13:19:58","167","bar/restaurant"
"2021-03-02","13:20:54","172","sauna"
"2021-03-02","13:22:19","170","bar/restaurant"
"2021-03-02","13:54:52","104","bar/restaurant"
"2021-03-02","14:34:28","178","sauna"
"2021-03-02","14:41:53","166","gym"
"2021-03-02","15:03:53","176","sauna"
"2021-03-02","15:53:54","152","conference room"
"2021-03-02","16:57:47","192","conference room"
"2021-03-02","18:00:48","101","gym"
"2021-03-02","18:18:44","164","bar/restaurant"
"2021-03-02","18:56:14","150","gym"
"2021-03-02","22:54:28","199","sauna"
"2021-03-02","23:33:17","198","bar/restaurant"
"2021-03-03","11:49:16","146","sauna"
"2021-03-03","12:44:49","163","bar/restaurant"
"2021-03-03","13:46:34","165","conference room"
"2021-03-03","17:06:29","170","conference room"
"2021-03-03","17:23:35","111","gym"
"2021-03-03","17:51:07","155","sauna"
"2021-03-03","19:19:28","147","bar/restaurant"
"2021-03-03","20:01:29","133","conference room"
"2021-03-03","20:13:13","127","conference room"
"2021-03-03","20:13:50","137","bar/restaurant"
"2021-03-03","20:56:15","153","bar/restaurant"
"2021-03-03","21:11:29","176","conference room"
"2021-03-03","21:58:43","194","sauna"
"2021-03-03","22:40:13","155","sauna"
"2021-03-04","10:10:22","173","sauna"
"2021-03-04","10:46:34","136","conference room"
"2021-03-04","10:50:25","151","sauna"
"2021-03-04","11:08:00","173","sauna"
"2021-03-04","11:10:57","163","gym"
"2021-03-04","12:07:43","117","bar/restaurant"
"2021-03-04","12:09:19","169","conference room"
"2021-03-04","12:34:30","191","bar/restaurant"
"2021-03-04","13:11:52","148","sauna"
"2021-03-04","14:40:53","128","sauna"
"2021-03-04","15:19:37","179","sauna"
"2021-03-04","15:35:01","130","sauna"
"2021-03-04","15:48:39","122","bar/restaurant"
"2021-03-04","15:49:17","107","conference room"
"2021-03-04","16:01:44","122","sauna"
"2021-03-04","17:35:52","139","sauna"
"2021-03-04","18:34:01","153","conference room"
"2021-03-04","18:42:42","118","bar/restaurant"
"2021-03-04","19:03:36","134","gym"
"2021-03-04","19:36:43","185","bar/restaurant"
"2021-03-04","19:53:46","139","bar/restaurant"
"2021-03-04","20:32:54","152","sauna"
"2021-03-04","21:07:27","137","sauna"
"2021-03-04","21:19:02","123","bar/restaurant"
"2021-03-04","21:23:33","157","bar/restaurant"
"2021-03-04","21:25:09","199","sauna"
"2021-03-04","21:50:24","193","bar/restaurant"
"2021-03-05","10:08:52","122","sauna"
"2021-03-05","10:21:23","103","bar/restaurant"
"2021-03-05","12:07:18","110","sauna"
"2021-03-05","13:18:01","168","sauna"
"2021-03-05","13:23:21","170","sauna"
"2021-03-05","13:38:09","176","bar/restaurant"
"2021-03-05","13:40:04","194","sauna"
"2021-03-05","15:39:29","126","sauna"
"2021-03-05","18:05:11","130","bar/restaurant"
"2021-03-05","18:47:39","148","sauna"
"2021-03-05","23:39:25","190","sauna"
"2021-03-06","10:21:54","119","sauna"
"2021-03-06","11:37:09","116","sauna"
"2021-03-06","13:01:21","141","sauna"
"2021-03-06","13:25:31","188","conference room"
"2021-03-06","14:22:04","145","sauna"
"2021-03-06","16:38:24","180","gym"
"2021-03-06","17:38:45","150","conference room"
"2021-03-06","19:26:11","199","sauna"
"2021-03-06","20:48:29","169","conference room"
"2021-03-06","22:47:37","191","sauna"
"2021-03-06","22:47:48","134","conference room"
"2021-03-07","15:31:14","134","conference room"
"2021-03-08","13:19:33","104","conference room"
"2021-03-08","15:01:18","193","gym"
"2021-03-08","15:18:46","194","conference room"
"2021-03-08","16:47:45","100","conference room"
"2021-03-08","17:40:54","108","conference room"
"2021-03-08","22:45:27","174","conference room"
"2021-03-09","20:54:55","157","conference room"
"2021-03-10","10:41:08","105","gym"
"2021-03-10","20:14:32","154","conference room"
"2021-03-11","11:08:35","116","gym"
"2021-03-11","11:49:05","134","conference room"
"2021-03-11","12:18:55","145","gym"
"2021-03-11","13:14:47","154","conference room"
"2021-03-11","17:23:33","184","conference room"
"2021-03-12","11:11:50","171","gym"
"2021-03-12","12:05:05","188","conference room"
"2021-03-12","12:49:12","141","conference room"
"2021-03-12","13:04:39","128","conference room"
"2021-03-12","15:27:13","137","conference room"
"2021-03-12","23:48:24","159","conference room"
"2021-03-13","16:35:17","151","bar/restaurant"
"2021-03-13","18:15:54","135","gym"
"2021-03-13","20:13:17","158","conference room"
"2021-03-13","23:44:35","137","conference room"
"2021-03-14","12:42:22","164","gym"
"2021-03-14","14:20:30","182","gym"
"2021-03-14","14:32:44","140","conference room"
"2021-03-14","14:49:03","112","conference room"
"2021-03-15","12:10:20","129","conference room"
"2021-03-15","12:33:13","179","bar/restaurant"
"2021-03-15","15:53:52","176","bar/restaurant"
"2021-03-15","16:06:34","182","bar/restaurant"
"2021-03-15","17:43:02","104","bar/restaurant"
"2021-03-15","23:31:17","101","bar/restaurant"
"2021-03-16","12:19:01","176","bar/restaurant"
"2021-03-17","10:12:32","167","bar/restaurant"
"2021-03-17","14:47:38","109","bar/restaurant"
"2021-03-17","20:35:07","142","bar/restaurant"
"2021-03-18","12:26:20","135","conference room"
"2021-03-19","11:19:00","175","conference room"
"2021-03-19","14:19:49","171","conference room"
"2021-03-19","21:40:32","123","bar/restaurant"
"2021-03-20","13:34:51","134","conference room"
"2021-03-20","15:08:53","178","conference room"
"2021-03-20","16:02:23","118","conference room"
"2021-03-20","16:42:36","116","bar/restaurant"
"2021-03-20","17:55:53","187","bar/restaurant"
"2021-03-20","18:52:36","106","bar/restaurant"
"2021-03-20","20:37:13","150","conference room"
"2021-03-20","21:39:18","133","conference room"
"2021-03-20","21:43:03","190","conference room"
"2021-03-21","10:05:29","195","conference room"
"2021-03-21","19:17:22","178","bar/restaurant"
"2021-03-21","19:46:56","143","bar/restaurant"
"2021-03-21","21:47:58","185","bar/restaurant"
"2021-03-21","23:15:32","185","conference room"
"2021-03-22","10:09:27","140","sauna"
"2021-03-22","10:41:38","187","bar/restaurant"
"2021-03-22","15:41:26","133","sauna"
"2021-03-22","16:06:44","117","gym"
"2021-03-22","16:24:42","144","bar/restaurant"
"2021-03-22","16:42:48","118","sauna"
"2021-03-22","18:08:21","142","conference room"
"2021-03-22","19:15:12","170","conference room"
"2021-03-22","19:52:56","112","sauna"
"2021-03-22","23:22:25","160","conference room"
"2021-03-23","10:18:26","191","bar/restaurant"
"2021-03-23","11:26:02","135","conference room"
"2021-03-23","11:45:39","112","conference room"
"2021-03-23","12:25:35","181","sauna"
"2021-03-23","12:43:22","125","conference room"
"2021-03-23","14:41:20","122","conference room"
"2021-03-23","14:41:44","188","conference room"
"2021-03-23","14:54:22","194","bar/restaurant"
"2021-03-23","15:41:51","118","bar/restaurant"
"2021-03-23","16:09:22","100","conference room"
"2021-03-23","16:58:18","117","conference room"
"2021-03-23","17:41:41","122","conference room"
"2021-03-23","19:17:32","100","gym"
"2021-03-23","22:00:47","133","conference room"
"2021-03-23","22:13:27","176","bar/restaurant"
"2021-03-23","23:18:12","180","sauna"
"2021-03-23","23:46:31","146","conference room"
"2021-03-24","10:03:17","196","conference room"
"2021-03-24","10:30:41","127","bar/restaurant"
"2021-03-24","11:42:24","160","sauna"
"2021-03-24","12:13:03","149","conference room"
"2021-03-24","12:21:02","187","sauna"
"2021-03-24","13:16:09","173","sauna"
"2021-03-24","13:18:38","182","conference room"
"2021-03-24","13:57:46","134","sauna"
"2021-03-24","14:06:02","111","bar/restaurant"
"2021-03-24","14:37:19","186","gym"
"2021-03-24","14:56:32","183","conference room"
"2021-03-24","16:23:50","101","conference room"
"2021-03-24","16:24:36","114","bar/restaurant"
"2021-03-24","17:37:27","101","bar/restaurant"
"2021-03-24","18:40:00","114","conference room"
"2021-03-24","20:28:34","174","bar/restaurant"
"2021-03-24","20:48:13","126","sauna"
"2021-03-24","20:53:04","100","sauna"
"2021-03-24","21:47:35","159","bar/restaurant"
"2021-03-24","21:56:52","161","sauna"
"2021-03-24","22:18:21","113","conference room"
"2021-03-24","22:24:57","188","bar/restaurant"
"2021-03-24","22:58:29","199","sauna"
"2021-03-25","10:00:37","109","bar/restaurant"
"2021-03-25","12:06:54","184","bar/restaurant"
"2021-03-25","12:12:07","131","bar/restaurant"
"2021-03-25","14:00:29","170","sauna"
"2021-03-25","15:55:49","149","bar/restaurant"
"2021-03-25","16:17:12","114","conference room"
"2021-03-25","16:19:54","127","bar/restaurant"
"2021-03-25","16:26:50","171","sauna"
"2021-03-25","16:50:15","134","conference room"
"2021-03-25","18:25:21","106","sauna"
"2021-03-25","19:11:08","160","conference room"
"2021-03-25","19:36:27","160","conference room"
"2021-03-25","19:43:11","120","conference room"
"2021-03-25","20:02:49","156","bar/restaurant"
"2021-03-25","20:20:25","176","sauna"
"2021-03-25","22:04:46","196","conference room"
"2021-03-25","22:47:14","186","conference room"
"2021-03-26","10:05:42","191","sauna"
"2021-03-26","10:27:55","133","sauna"
"2021-03-26","10:52:10","123","sauna"
"2021-03-26","11:07:28","141","bar/restaurant"
"2021-03-26","16:03:58","199","gym"
"2021-03-26","16:15:16","173","conference room"
"2021-03-26","16:46:29","142","sauna"
"2021-03-26","17:27:07","156","bar/restaurant"
